Seat No.,Exam Name,Student Name,College Name,Enrollment No.,SP ID,Subject Name,Ext Marks,Internal Marks,Total Marks,GL,GP,Credit,Total Outoff,SGPA/YGPA,Result
575,BCA Semester Exam,Neha Rana,XYZ Institute,V8MW4ESAM9,837023,C++ Programming,50,0,50,B,9.57,4,100,6.17,PASS
576,BCA Semester Exam,Neha Shah,Royal Academy,HNSHCADQ6N,535409,Artificial Intelligence,3,28,31,B,6.33,1,100,7.74,FAIL
577,BCA Semester Exam,Heena Shah,Paramount Institute,C91BD6MNRT,794876,.NET Technology,23,16,39,F,5.43,3,100,8.15,FAIL
578,BCA Semester Exam,Divya Rana,Paramount Institute,KIY9MFE4US,267437,Mathematics,27,7,34,F,8.33,4,100,9.55,FAIL
579,BCA Semester Exam,Neha Mehta,XYZ Institute,3W5KUEI56V,792991,Computer Fundamentals,31,10,41,F,4.28,2,100,5.28,PASS
580,BCA Semester Exam,Divya Shah,Bright Future College,DNT2A31WKV,676954,E-Commerce,10,4,14,D,7.46,3,100,5.45,FAIL
581,BCA Semester Exam,Suresh Tiwari,ABC College,0BEZYHYSP4,449054,Artificial Intelligence,4,27,31,E,6.33,5,100,4.67,FAIL
582,BCA Semester Exam,Sneha Sen,ABC College,Y0OHYEEGHF,948844,Machine Learning,19,21,40,F,9.85,2,100,4.11,PASS
583,BCA Semester Exam,Rohan Shah,Sunshine Institute,RR81IPOJN0,955779,Software Engineering,15,30,45,E,6.4,3,100,9.1,PASS
584,BCA Semester Exam,Priya Rana,ABC College,AT79W8D3O0,675721,Operating Systems,21,14,35,D,4.94,4,100,8.14,FAIL
585,BCA Semester Exam,Manoj Patel,Royal Academy,0RIOKBE114,729467,Big Data,46,26,72,F,9.51,5,100,8.19,PASS
586,BCA Semester Exam,Priya Shah,Global Science College,UNIH9MNIG9,820848,Big Data,60,8,68,C,6.07,2,100,6.37,PASS
587,BCA Semester Exam,Divya Patel,Sunshine Institute,QCX95W8F3O,810528,Data Analytics,43,24,67,A,8.42,5,100,5.34,PASS
588,BCA Semester Exam,Suresh Rana,Global Science College,CJVTLD0XHE,712693,.NET Technology,45,15,60,C,7.51,5,100,6.68,PASS
589,BCA Semester Exam,Karan Sen,ABC College,1LKKR34D7B,363009,Cloud Computing,8,0,8,E,6.69,5,100,9.18,FAIL
590,BCA Semester Exam,Karan Shah,ABC College,3FJYMW1CPU,765970,Java Programming,53,22,75,C,7.54,1,100,5.34,PASS
591,BCA Semester Exam,Divya Sen,Bright Future College,M2JEAK11HS,301606,Computer Networks,18,25,43,C,7.51,4,100,5.87,PASS
592,BCA Semester Exam,Amit Kumar,Royal Academy,WN5VC0P9DM,312135,Computer Fundamentals,45,26,71,A,5.8,3,100,7.4,PASS
593,BCA Semester Exam,Amit Patel,Global Science College,OIK3SOYEGT,154446,Mathematics,9,9,18,A,9.19,3,100,5.94,FAIL
594,BCA Semester Exam,Rohan Gupta,ABC College,QSGJD1ZJEH,573176,Data Structures,28,29,57,F,6.71,4,100,5.9,PASS
595,BCA Semester Exam,Neha Gupta,Global Science College,J8G780KOD4,119947,PHP & MySQL,65,23,88,B,8.57,2,100,9.82,PASS
596,BCA Semester Exam,Heena Chauhan,Global Science College,UJJIFL5273,331433,Artificial Intelligence,29,0,29,B,5.71,1,100,4.32,FAIL
597,BCA Semester Exam,Priya Joshi,Global Science College,0APSJMWSLN,311683,DBMS,45,19,64,C,9.26,4,100,5.23,PASS
598,BCA Semester Exam,Divya Rana,Paramount Institute,181BRU55HB,779559,Digital Electronics,34,26,60,B,6.62,3,100,9.77,PASS
599,BCA Semester Exam,Sneha Kumar,ABC College,31ID2HUBTF,743688,C Programming,36,5,41,C,4.7,3,100,7.9,PASS
600,BCA Semester Exam,Suresh Joshi,XYZ Institute,NRRILJRG84,439842,Data Structures,35,11,46,B,4.82,4,100,9.81,PASS
601,BCA Semester Exam,Heena Joshi,Global Science College,KXE7FBUT16,229513,Big Data,13,16,29,E,9.33,2,100,8.17,FAIL
602,BCA Semester Exam,Sneha Sen,Bright Future College,D26216A8AB,227213,Mathematics,55,15,70,A,8.1,1,100,5.73,PASS
603,BCA Semester Exam,Manoj Joshi,ABC College,L551R98PBQ,372392,Operating Systems,45,30,75,F,5.49,5,100,7.89,PASS
604,BCA Semester Exam,Heena Shah,Bright Future College,5GLWOVOIRV,256536,Java Programming,61,16,77,A,5.0,2,100,9.29,PASS
605,BCA Semester Exam,Amit Shah,XYZ Institute,YMOZ4QZ6MY,513496,Mathematics,12,20,32,F,6.91,4,100,6.78,FAIL
606,BCA Semester Exam,Amit Tiwari,Sunshine Institute,H4LXJWFEBE,537053,E-Commerce,10,26,36,E,6.87,4,100,6.69,FAIL
607,BCA Semester Exam,Amit Rana,XYZ Institute,8ACG4PFOVZ,268423,Data Structures,47,26,73,A,7.26,5,100,7.15,PASS
608,BCA Semester Exam,Priya Tiwari,Global Science College,MVQ18086XB,180727,DBMS,53,22,75,C,6.87,3,100,9.12,PASS
609,BCA Semester Exam,Rohan Shah,ABC College,F4JMZMZQ9Z,302011,Cloud Computing,69,13,82,A,8.41,4,100,8.5,PASS
610,BCA Semester Exam,Amit Kumar,XYZ Institute,E3CM3G43YB,746717,IoT,9,0,9,F,5.2,3,100,5.75,FAIL
611,BCA Semester Exam,Heena Gupta,Royal Academy,FPMFAFTR22,608188,Artificial Intelligence,60,12,72,C,8.58,3,100,9.31,PASS
612,BCA Semester Exam,Heena Kumar,Paramount Institute,71S877D4LC,871086,Data Structures,7,21,28,B,4.44,2,100,6.45,FAIL
613,BCA Semester Exam,Divya Joshi,Bright Future College,N0K1QE8I3M,662356,Artificial Intelligence,19,29,48,D,9.8,4,100,8.38,PASS
614,BCA Semester Exam,Priya Chauhan,Bright Future College,3MO41BHXSQ,563056,C Programming,23,0,23,A,7.83,1,100,9.48,FAIL
615,BCA Semester Exam,Divya Shah,Royal Academy,RQOYJQ2DSG,965898,Computer Networks,64,7,71,C,9.78,4,100,7.81,PASS
616,BCA Semester Exam,Priya Shah,Paramount Institute,4DHA7TP3PN,474820,Cloud Computing,21,8,29,E,8.42,4,100,4.29,FAIL
617,BCA Semester Exam,Sneha Chauhan,Sunshine Institute,SFGZQSZBT0,163217,Big Data,20,13,33,D,6.79,3,100,9.71,FAIL
618,BCA Semester Exam,Heena Rana,Bright Future College,NSU594F22J,221475,C Programming,24,25,49,B,5.09,3,100,9.96,PASS
619,BCA Semester Exam,Manoj Tiwari,Royal Academy,XGS8U7B7DQ,112689,Web Technology,1,4,5,D,4.41,1,100,5.29,FAIL
620,BCA Semester Exam,Rohan Patel,ABC College,3F4LF9POWO,589065,Artificial Intelligence,50,11,61,A,9.81,5,100,8.67,PASS
621,BCA Semester Exam,Manoj Sen,ABC College,2PXJVU0EPW,387341,Mathematics,41,13,54,B,6.8,4,100,5.76,PASS
622,BCA Semester Exam,Amit Shah,Bright Future College,94M7MSPQ8M,715724,Cloud Computing,39,23,62,E,6.6,2,100,6.41,PASS
623,BCA Semester Exam,Amit Gupta,Bright Future College,XJV5F7Y4Q3,924903,Computer Networks,35,16,51,F,5.27,5,100,5.36,PASS
624,BCA Semester Exam,Divya Tiwari,Global Science College,AJVGC77S5S,733529,Machine Learning,20,19,39,E,4.24,5,100,6.44,FAIL
625,BCA Semester Exam,Karan Rana,XYZ Institute,64RGDWFJN6,100375,.NET Technology,63,15,78,E,6.59,1,100,4.63,PASS
626,BCA Semester Exam,Neha Joshi,XYZ Institute,0Y9UC40NL9,493083,Unix/Linux Programming,15,15,30,F,8.04,5,100,9.49,FAIL
627,BCA Semester Exam,Sneha Joshi,Royal Academy,GFZQ42PRY6,170740,Java Programming,15,20,35,A,7.96,5,100,8.62,FAIL
628,BCA Semester Exam,Manoj Shah,Royal Academy,MJJAL1AHO7,640677,C++ Programming,52,25,77,E,5.35,3,100,8.7,PASS
629,BCA Semester Exam,Manoj Rana,Paramount Institute,D9NMDQWWDW,596244,Mathematics,66,3,69,F,4.89,3,100,5.53,PASS
630,BCA Semester Exam,Neha Joshi,Sunshine Institute,IQ2BNWDE3D,555727,Python Programming,17,14,31,B,4.21,2,100,9.48,FAIL
631,BCA Semester Exam,Neha Patel,Sunshine Institute,5RXG1N0HP5,498443,Mobile App Development,24,16,40,E,8.61,1,100,4.95,PASS
632,BCA Semester Exam,Divya Patel,Global Science College,MYNS1HCVDT,830410,C++ Programming,7,2,9,E,5.84,1,100,4.26,FAIL
633,BCA Semester Exam,Heena Shah,Paramount Institute,ZUL1I1TIRW,244997,IoT,65,1,66,E,7.3,4,100,7.14,PASS
634,BCA Semester Exam,Sneha Gupta,Royal Academy,9ZPQ6DSBGF,855434,C Programming,50,4,54,B,9.7,1,100,8.09,PASS
635,BCA Semester Exam,Heena Tiwari,Royal Academy,O4FHRQCLGF,283922,Web Technology,28,17,45,F,7.67,3,100,8.65,PASS
636,BCA Semester Exam,Manoj Patel,XYZ Institute,8IL87L5WEM,394130,.NET Technology,34,2,36,F,6.1,2,100,4.81,FAIL
637,BCA Semester Exam,Suresh Kumar,Global Science College,RAWK34H0BJ,287127,Cloud Computing,66,6,72,D,5.06,4,100,7.68,PASS
638,BCA Semester Exam,Divya Tiwari,Paramount Institute,892RKV45AJ,253605,Mathematics,1,29,30,A,8.4,5,100,9.24,FAIL
639,BCA Semester Exam,Neha Shah,Royal Academy,OZZ553FTS4,502279,Artificial Intelligence,48,9,57,F,9.04,5,100,5.44,PASS
640,BCA Semester Exam,Rohan Chauhan,Paramount Institute,05M1F4YWQW,815351,C Programming,27,18,45,C,4.38,3,100,6.73,PASS
641,BCA Semester Exam,Manoj Joshi,Global Science College,46FJDVVQ3J,188688,Computer Fundamentals,46,7,53,B,8.41,1,100,5.64,PASS
642,BCA Semester Exam,Rohan Gupta,XYZ Institute,T7X8V9M7UW,235509,Digital Electronics,6,15,21,F,8.26,3,100,9.76,FAIL
643,BCA Semester Exam,Manoj Mehta,Royal Academy,6FPXFND256,648401,PHP & MySQL,15,5,20,B,8.95,4,100,5.93,FAIL
644,BCA Semester Exam,Sneha Mehta,Paramount Institute,XD1KSKDAZF,654968,C++ Programming,44,6,50,A,4.24,2,100,4.56,PASS
645,BCA Semester Exam,Karan Patel,Royal Academy,DXKJYMHJKB,346713,Cloud Computing,52,10,62,F,5.79,1,100,9.35,PASS
646,BCA Semester Exam,Priya Mehta,Royal Academy,H49SM62U3J,958019,Python Programming,40,22,62,F,7.7,4,100,8.59,PASS
647,BCA Semester Exam,Rohan Gupta,Bright Future College,F003QKIGE2,619821,Big Data,37,14,51,A,4.97,4,100,9.68,PASS
648,BCA Semester Exam,Amit Mehta,Global Science College,P6D9TNUWCL,147782,C Programming,44,3,47,C,4.42,1,100,5.64,PASS
649,BCA Semester Exam,Sneha Shah,XYZ Institute,A9H2VH02KW,889737,Mobile App Development,46,1,47,F,9.57,4,100,4.2,PASS
650,BCA Semester Exam,Amit Shah,Royal Academy,OABJFE5RFH,902592,E-Commerce,36,7,43,D,8.18,5,100,8.13,PASS
651,BCA Semester Exam,Priya Rana,Paramount Institute,PGBYAOWBHH,736509,Artificial Intelligence,61,27,88,B,5.73,5,100,7.82,PASS
652,BCA Semester Exam,Manoj Joshi,Global Science College,1P0SFOBZ2F,364647,Data Analytics,25,17,42,E,9.52,2,100,6.18,PASS
653,BCA Semester Exam,Heena Kumar,Paramount Institute,OHYCAK67RA,214594,Cloud Computing,5,20,25,F,6.56,3,100,8.2,FAIL
654,BCA Semester Exam,Manoj Chauhan,Sunshine Institute,9WQUWRWZ4J,472333,Python Programming,10,28,38,A,6.45,1,100,6.15,FAIL
655,BCA Semester Exam,Heena Joshi,XYZ Institute,P7I6Q170LM,830142,Cyber Security,62,13,75,C,7.15,3,100,8.52,PASS
656,BCA Semester Exam,Amit Sen,XYZ Institute,SQAJ3SVCDU,626587,IoT,69,19,88,B,9.98,1,100,7.81,PASS
657,BCA Semester Exam,Heena Mehta,Bright Future College,TI4E20Z30B,189167,Python Programming,37,2,39,A,5.35,1,100,6.57,FAIL
658,BCA Semester Exam,Manoj Rana,Sunshine Institute,U1VU3P34AQ,881386,Data Analytics,13,29,42,A,5.93,4,100,7.87,PASS
659,BCA Semester Exam,Divya Rana,XYZ Institute,2PPFPYFQ5M,263190,Cloud Computing,35,29,64,B,6.74,1,100,6.97,PASS
660,BCA Semester Exam,Heena Sen,Bright Future College,GAOK3PNJPH,352305,Machine Learning,70,26,96,E,6.52,1,100,9.59,PASS
661,BCA Semester Exam,Neha Gupta,Paramount Institute,T9K55LROYR,240925,C++ Programming,18,23,41,F,9.09,1,100,4.64,PASS
662,BCA Semester Exam,Manoj Rana,Paramount Institute,IGWYT1VSB0,917173,Computer Networks,61,10,71,D,5.24,3,100,8.63,PASS
663,BCA Semester Exam,Rohan Shah,Global Science College,TSNB5VIZIL,550012,Software Engineering,59,16,75,C,5.22,2,100,6.62,PASS
664,BCA Semester Exam,Neha Chauhan,Bright Future College,7UYHPN2F7P,364894,Mathematics,36,8,44,B,8.57,5,100,9.24,PASS
665,BCA Semester Exam,Heena Patel,Bright Future College,9898GZX322,186501,PHP & MySQL,55,5,60,C,8.29,1,100,9.38,PASS
666,BCA Semester Exam,Divya Tiwari,XYZ Institute,714EXHTEJ7,383917,Computer Networks,49,29,78,D,6.18,1,100,8.47,PASS
667,BCA Semester Exam,Rohan Sen,Sunshine Institute,0Q4RK2BK8N,623218,Python Programming,17,30,47,A,6.54,5,100,6.98,PASS
668,BCA Semester Exam,Divya Kumar,Bright Future College,B5HI88O8SP,283675,Cyber Security,17,9,26,A,9.82,3,100,6.09,FAIL
669,BCA Semester Exam,Suresh Shah,Royal Academy,8M56HESI74,431387,Digital Electronics,5,8,13,D,6.65,4,100,9.51,FAIL
670,BCA Semester Exam,Divya Rana,ABC College,X4VCIMWG1H,475012,Web Technology,58,22,80,E,8.84,3,100,5.75,PASS
671,BCA Semester Exam,Karan Patel,ABC College,1LN87PE0JA,594730,Java Programming,25,0,25,C,9.48,4,100,8.18,FAIL
672,BCA Semester Exam,Rohan Sen,Global Science College,E1FPX5BV6Z,254846,DBMS,44,18,62,B,6.97,1,100,7.45,PASS
673,BCA Semester Exam,Manoj Shah,ABC College,95N2CSPQVU,164045,C Programming,2,26,28,E,8.34,4,100,9.46,FAIL
674,BCA Semester Exam,Karan Rana,ABC College,ATE7R44BVB,497299,Data Structures,24,19,43,D,8.3,2,100,7.56,PASS
675,BCA Semester Exam,Amit Kumar,Sunshine Institute,JITL3Y3OYG,606211,E-Commerce,24,0,24,F,4.43,3,100,5.64,FAIL
676,BCA Semester Exam,Rohan Kumar,Paramount Institute,YGGTHDM5ZQ,617787,Unix/Linux Programming,43,21,64,C,7.1,3,100,4.88,PASS
677,BCA Semester Exam,Heena Sen,ABC College,IVEKDAYA0R,686896,.NET Technology,37,6,43,F,5.58,1,100,6.98,PASS
678,BCA Semester Exam,Karan Joshi,Bright Future College,Y6QDIQZYZX,551576,Computer Networks,40,22,62,C,7.23,4,100,4.49,PASS
679,BCA Semester Exam,Heena Kumar,Paramount Institute,BQV3UVN8M6,455613,Artificial Intelligence,60,6,66,D,6.3,1,100,4.44,PASS
680,BCA Semester Exam,Rohan Patel,Royal Academy,1H9M318NAW,578435,C++ Programming,35,26,61,C,8.86,5,100,5.34,PASS
681,BCA Semester Exam,Heena Sen,Sunshine Institute,Z5Z40ZAOVB,453188,Computer Fundamentals,39,19,58,E,8.21,4,100,4.27,PASS
682,BCA Semester Exam,Sneha Chauhan,Sunshine Institute,3OXQKURO57,165768,Python Programming,7,28,35,A,5.76,5,100,4.11,FAIL
683,BCA Semester Exam,Suresh Sen,Royal Academy,3PLF9ZRUMB,563649,Mathematics,35,7,42,B,8.21,4,100,4.92,PASS
684,BCA Semester Exam,Suresh Sen,Paramount Institute,S255UGEOHY,629319,Python Programming,57,3,60,C,8.16,2,100,6.44,PASS
685,BCA Semester Exam,Manoj Kumar,Sunshine Institute,KEO0A8WB38,674768,Unix/Linux Programming,58,1,59,B,9.72,3,100,7.53,PASS
686,BCA Semester Exam,Suresh Shah,ABC College,D8NEV41LXP,726665,Artificial Intelligence,38,7,45,C,5.85,3,100,9.47,PASS
687,BCA Semester Exam,Suresh Sen,Paramount Institute,70LFZY4277,679948,C++ Programming,60,16,76,D,4.9,1,100,6.67,PASS
688,BCA Semester Exam,Manoj Rana,Global Science College,9JL188YL1O,153957,Python Programming,6,7,13,D,4.89,5,100,5.17,FAIL
689,BCA Semester Exam,Sneha Tiwari,Paramount Institute,FBICNA59MN,402703,Mobile App Development,38,12,50,C,9.69,5,100,4.08,PASS
690,BCA Semester Exam,Amit Chauhan,Global Science College,K1BB6M8VT0,321896,Machine Learning,6,8,14,F,5.24,1,100,5.52,FAIL
691,BCA Semester Exam,Karan Chauhan,Paramount Institute,IKZUBKR30P,797234,Artificial Intelligence,9,6,15,E,5.13,4,100,6.13,FAIL
692,BCA Semester Exam,Manoj Shah,Royal Academy,VLMWOP9D4B,107876,Mathematics,46,3,49,E,7.92,3,100,9.33,PASS
693,BCA Semester Exam,Neha Patel,Royal Academy,PQR8GVJ4YJ,139645,C Programming,64,27,91,F,4.77,1,100,8.11,PASS
694,BCA Semester Exam,Amit Joshi,Royal Academy,QROHU1B13X,718975,Operating Systems,67,4,71,D,9.46,3,100,4.89,PASS
695,BCA Semester Exam,Karan Mehta,Paramount Institute,WQ7B4DE4HO,359552,Digital Electronics,38,17,55,B,7.26,3,100,9.24,PASS
696,BCA Semester Exam,Amit Shah,Paramount Institute,26W49083HT,454401,Mathematics,29,12,41,E,8.41,5,100,4.0,PASS
697,BCA Semester Exam,Rohan Mehta,Sunshine Institute,GWR5BRPIX3,998092,Python Programming,31,3,34,C,8.76,5,100,8.42,FAIL
698,BCA Semester Exam,Sneha Chauhan,Global Science College,X53EOMZLED,576697,Computer Fundamentals,8,26,34,D,5.93,2,100,7.44,FAIL
699,BCA Semester Exam,Rohan Patel,Sunshine Institute,R99TQ9SULY,226449,Unix/Linux Programming,14,11,25,A,6.61,2,100,9.53,FAIL
700,BCA Semester Exam,Priya Mehta,Sunshine Institute,IW9CDL26EJ,356740,Cyber Security,63,8,71,C,6.55,1,100,6.84,PASS
701,BCA Semester Exam,Sneha Tiwari,Royal Academy,O62OSL5IWV,431622,Machine Learning,22,27,49,A,4.26,1,100,5.67,PASS
702,BCA Semester Exam,Amit Tiwari,Sunshine Institute,58XDESL1W1,887840,Mobile App Development,52,30,82,E,7.81,1,100,6.33,PASS
703,BCA Semester Exam,Karan Rana,Royal Academy,VQVJFNT5Q8,807430,Java Programming,7,5,12,C,9.64,5,100,8.29,FAIL
704,BCA Semester Exam,Sneha Patel,XYZ Institute,EMRRH96B1O,787404,C++ Programming,3,10,13,A,9.64,2,100,8.25,FAIL
705,BCA Semester Exam,Amit Chauhan,Sunshine Institute,9UQL9JRG7S,171780,.NET Technology,14,2,16,B,8.19,2,100,6.48,FAIL
706,BCA Semester Exam,Priya Chauhan,Global Science College,N2JWGD4QI6,274848,Digital Electronics,44,19,63,A,9.62,3,100,5.12,PASS
707,BCA Semester Exam,Priya Mehta,Global Science College,3UVILLU5C8,817829,C Programming,5,21,26,A,5.54,4,100,6.25,FAIL
708,BCA Semester Exam,Karan Gupta,ABC College,8N98G1OCTS,882493,Unix/Linux Programming,59,4,63,B,7.06,5,100,8.29,PASS
709,BCA Semester Exam,Heena Tiwari,Global Science College,2AWDN7UAIJ,291513,E-Commerce,30,14,44,B,4.32,1,100,4.56,PASS
710,BCA Semester Exam,Sneha Shah,Royal Academy,BDSB2HWU6V,431750,Cyber Security,66,6,72,F,4.69,5,100,4.09,PASS
711,BCA Semester Exam,Suresh Shah,Paramount Institute,106FXHURSU,768081,Data Analytics,29,7,36,B,9.24,3,100,7.29,FAIL
712,BCA Semester Exam,Divya Patel,Paramount Institute,XF7KVQBJAW,455376,Computer Networks,5,0,5,C,7.24,2,100,5.8,FAIL
713,BCA Semester Exam,Neha Shah,XYZ Institute,EZN3IDTTAZ,795116,PHP & MySQL,36,16,52,D,8.82,3,100,5.76,PASS
714,BCA Semester Exam,Sneha Joshi,ABC College,3Y4KU9O9QZ,874246,DBMS,59,18,77,A,7.1,1,100,9.15,PASS
715,BCA Semester Exam,Divya Chauhan,XYZ Institute,00RP4U22XZ,840631,Mathematics,10,14,24,B,6.94,4,100,6.59,FAIL
716,BCA Semester Exam,Manoj Tiwari,Royal Academy,YHYHVSMCVY,830440,Mathematics,24,8,32,F,9.19,4,100,6.81,FAIL
717,BCA Semester Exam,Amit Joshi,XYZ Institute,0SEMSP5RPV,536733,Cloud Computing,6,28,34,B,4.22,4,100,5.75,FAIL
718,BCA Semester Exam,Manoj Patel,Global Science College,K1YK54FOJZ,123692,Java Programming,2,13,15,C,6.8,3,100,9.53,FAIL
719,BCA Semester Exam,Suresh Gupta,Bright Future College,2F13RLMQJJ,717688,Digital Electronics,13,5,18,B,8.35,5,100,8.08,FAIL
720,BCA Semester Exam,Neha Mehta,Sunshine Institute,EMIM5HKTLO,667772,Computer Networks,65,11,76,C,4.05,5,100,4.47,PASS
721,BCA Semester Exam,Rohan Joshi,Global Science College,0AA0M5AHGX,763922,Big Data,45,1,46,B,8.8,5,100,9.52,PASS
722,BCA Semester Exam,Neha Shah,Paramount Institute,VAPFEPS1RH,525217,Mobile App Development,12,0,12,A,8.55,4,100,4.81,FAIL
723,BCA Semester Exam,Suresh Chauhan,Global Science College,TLL14RERVF,565788,Digital Electronics,8,19,27,C,9.66,5,100,9.54,FAIL
724,BCA Semester Exam,Manoj Sen,XYZ Institute,VZ1BB9BG23,505992,C++ Programming,8,5,13,C,6.25,2,100,7.95,FAIL
725,BCA Semester Exam,Rohan Kumar,XYZ Institute,RVSDUURFSX,725349,Operating Systems,19,18,37,B,5.2,3,100,8.58,FAIL
726,BCA Semester Exam,Heena Mehta,Sunshine Institute,M7OB4J2FBM,850579,Operating Systems,69,17,86,F,5.76,5,100,4.72,PASS
727,BCA Semester Exam,Suresh Chauhan,Royal Academy,XSXI51AIIX,783050,Cyber Security,49,1,50,A,5.31,2,100,8.95,PASS
728,BCA Semester Exam,Amit Gupta,Sunshine Institute,3APTXHCEL3,411882,Software Engineering,11,5,16,D,6.76,2,100,9.61,FAIL
729,BCA Semester Exam,Divya Patel,Global Science College,KM8Z79HX57,782061,Computer Fundamentals,23,11,34,D,7.1,1,100,8.67,FAIL
730,BCA Semester Exam,Manoj Gupta,Paramount Institute,GI4P398KSS,807278,C++ Programming,20,28,48,A,7.08,4,100,7.37,PASS
731,BCA Semester Exam,Sneha Rana,Royal Academy,EQ0LG5R43Z,795588,Data Structures,34,0,34,B,6.57,5,100,4.36,FAIL
732,BCA Semester Exam,Heena Rana,XYZ Institute,6YMCDMG9OE,615071,Machine Learning,40,13,53,E,5.15,4,100,7.95,PASS
733,BCA Semester Exam,Rohan Kumar,ABC College,LFWR4CCNLJ,609023,Data Analytics,52,8,60,F,4.99,3,100,5.42,PASS
734,BCA Semester Exam,Neha Joshi,XYZ Institute,Y00CWKJG2N,958134,Machine Learning,45,5,50,C,9.23,2,100,5.5,PASS
735,BCA Semester Exam,Priya Chauhan,XYZ Institute,QXF7UM5WER,956332,Java Programming,42,12,54,A,6.06,1,100,8.49,PASS
736,BCA Semester Exam,Suresh Shah,Global Science College,USX1TLEPGU,193437,Java Programming,37,8,45,E,6.82,3,100,9.23,PASS
737,BCA Semester Exam,Sneha Rana,Royal Academy,09E6Z8FLYS,997207,Python Programming,52,23,75,E,8.99,1,100,7.52,PASS
738,BCA Semester Exam,Suresh Gupta,Global Science College,QYZUMJGDCP,315040,Web Technology,16,12,28,C,7.95,1,100,8.23,FAIL
739,BCA Semester Exam,Manoj Rana,ABC College,ZPTUU7PYSL,443860,Data Analytics,64,24,88,F,9.6,5,100,5.27,PASS
740,BCA Semester Exam,Rohan Kumar,Bright Future College,I7GPUL1QG1,186755,C Programming,28,1,29,A,5.22,1,100,4.02,FAIL
741,BCA Semester Exam,Amit Joshi,ABC College,FB0UW4A51Q,657207,Artificial Intelligence,53,13,66,E,6.24,5,100,9.34,PASS
742,BCA Semester Exam,Sneha Shah,Paramount Institute,0DZ9N9S4I4,257873,PHP & MySQL,4,1,5,B,6.37,2,100,9.23,FAIL
743,BCA Semester Exam,Rohan Sen,Bright Future College,F4S2E9SUBS,737471,Python Programming,38,20,58,C,8.23,1,100,8.12,PASS
744,BCA Semester Exam,Heena Sen,XYZ Institute,XCN39USUZK,381128,Computer Fundamentals,63,6,69,D,6.16,2,100,4.24,PASS
745,BCA Semester Exam,Rohan Tiwari,Paramount Institute,599F3JP8C5,464620,IoT,33,22,55,C,6.04,3,100,4.89,PASS
746,BCA Semester Exam,Divya Tiwari,XYZ Institute,R59H0FS4YN,865228,Mobile App Development,65,30,95,A,4.08,1,100,6.45,PASS
747,BCA Semester Exam,Karan Gupta,ABC College,BN1ESCEOYA,295211,Unix/Linux Programming,22,11,33,D,6.31,2,100,4.76,FAIL
748,BCA Semester Exam,Suresh Patel,Global Science College,PVA3W01ZKB,874869,Computer Fundamentals,3,1,4,C,8.74,2,100,6.88,FAIL
749,BCA Semester Exam,Divya Shah,Paramount Institute,TPVT9LENEA,908670,Machine Learning,54,20,74,F,7.49,5,100,7.31,PASS
750,BCA Semester Exam,Suresh Rana,Paramount Institute,NBHJEHYAAG,141147,Digital Electronics,28,29,57,A,5.88,4,100,6.48,PASS
751,BCA Semester Exam,Divya Kumar,Bright Future College,3I19UPVU2P,304007,Java Programming,57,4,61,F,5.12,2,100,9.05,PASS
752,BCA Semester Exam,Neha Rana,ABC College,HYFTM42UAN,243141,Python Programming,20,13,33,B,9.73,3,100,9.46,FAIL
753,BCA Semester Exam,Amit Patel,XYZ Institute,S28JF26QJF,436623,Cyber Security,45,10,55,D,4.19,4,100,5.64,PASS
754,BCA Semester Exam,Divya Shah,ABC College,TONECYKJQG,924643,C++ Programming,37,5,42,F,5.74,4,100,5.78,PASS
755,BCA Semester Exam,Rohan Sen,Global Science College,DBJFAWS9C4,103615,Unix/Linux Programming,36,22,58,E,9.2,1,100,9.23,PASS
756,BCA Semester Exam,Suresh Rana,Bright Future College,7EGGRGF5IN,955298,Software Engineering,9,1,10,D,8.0,4,100,6.38,FAIL
757,BCA Semester Exam,Priya Patel,Sunshine Institute,XR232GWGB7,920255,Mathematics,47,16,63,A,4.76,1,100,8.11,PASS
758,BCA Semester Exam,Amit Rana,ABC College,7QE6OR17P3,206370,DBMS,34,10,44,E,4.3,2,100,5.63,PASS
759,BCA Semester Exam,Priya Patel,ABC College,SIBM7ZC4BP,152337,Unix/Linux Programming,29,23,52,A,4.96,5,100,8.52,PASS
760,BCA Semester Exam,Priya Chauhan,XYZ Institute,B6MSUYIHUY,402640,DBMS,5,19,24,C,9.56,4,100,5.76,FAIL
761,BCA Semester Exam,Amit Sen,Bright Future College,DS2XXEJLFR,933593,E-Commerce,46,9,55,A,5.19,5,100,9.03,PASS
762,BCA Semester Exam,Heena Chauhan,Paramount Institute,V3XTYMBKGE,870617,.NET Technology,59,19,78,E,9.05,1,100,4.72,PASS
763,BCA Semester Exam,Neha Gupta,Royal Academy,XGJIEWESI8,295971,Java Programming,13,12,25,F,8.32,2,100,5.56,FAIL
764,BCA Semester Exam,Priya Gupta,Sunshine Institute,GLV2AP5N4P,235345,Machine Learning,15,16,31,D,9.97,5,100,9.86,FAIL
765,BCA Semester Exam,Karan Kumar,ABC College,C44J0HUDF8,791434,Python Programming,41,1,42,E,6.18,4,100,4.81,PASS
766,BCA Semester Exam,Karan Patel,Bright Future College,HX220OUWDE,660284,Operating Systems,7,5,12,A,7.4,2,100,6.47,FAIL
